Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
como vestir con tenis negro,79,79,70,23,0.00,https://www.amazon.com.mx/Original-Temporada-Tendencia-Comodidad-Plataforma/dp/B0CGMG7W9S,0,0,0.00,0,19000000,"[33,33,33,67,33,33,100,33,33,67,33,33]",2025-09-06,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
tenis asics mujer precios,12,12,140,21,0.04,https://www.amazon.com.mx/Tenis-para-Correr-Mujer-ASICS/s?rh=n%3A9790585011%2Cp_89%3AASICS,0,0,0.00,0.74,91,"[65,65,100,82,100,100,65,100,82,82,82,65]",2025-08-21,"Image pack, Sitelinks, Image, People also ask, Related searches",transactional,Organic
love moschino tenis,4,4,110,27,0.06,https://www.amazon.com.mx/Love-Moschino-Tenis-para-Mujer/dp/B0BT1HFC3B,0,0,0.00,0.88,95,"[24,24,43,100,81,67,24,33,33,81,67,24]",2025-08-25,"Image pack, Video, Image, People also ask, Related searches",informational,Image pack
tenis puma correr,10,10,210,32,0.07,https://www.amazon.com.mx/stores/PumaM%C3%A9xico/page/F79EED52-B549-45BD-86D6-2C5B4E3B64A8,0,0,0.00,1,8470000,"[66,44,66,81,81,53,81,66,81,66,100,81]",2025-08-30,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
tenis de futbol de salon,13,13,110,23,0.08,https://www.amazon.com.mx/Adidas-Copa-Zapatos-f%C3%BAtbol-Hombre/dp/B07SWXYJNK,0,0,0.00,1,31500000,"[53,100,100,65,65,53,53,41,65,65,24,29]",2025-09-05,"Image pack, Video, People also ask, Related searches","commercial, informational",Image pack
pintura para zapatos philadelphia,1,1,170,30,0.02,https://www.amazon.com.mx/Pintura-Univ-Philadelphia-Colores-Blanco/dp/B00Z3NGD7S,0,0,0.00,0.57,38,"[81,81,100,81,100,100,81,81,100,100,81,67]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
los tenis de carlos,93,93,140,33,0.00,https://www.amazon.com.mx/Todo-sue%C3%B1o-club-tenis-rojos/dp/6073148909,0,0,0.00,0,92800000,"[81,81,52,43,14,67,67,81,67,33,100,81]",2025-09-07,"Knowledge panel, Video, Image, Related searches",informational,Organic
imagen de tenis deportivos,57,57,170,22,0.00,https://www.amazon.com.mx/deportivos-hombre-dise%C3%B1o-cordones-textura/dp/B0CCDZLFLS,0,0,0.00,0.04,16100000,"[67,67,67,52,67,100,81,81,100,81,67,100]",2025-08-30,"Image pack, Video, Image, Related searches",informational,Organic
tenis joma futbol sala,8,8,320,22,0.05,https://www.amazon.com.mx/JOMA-F%C3%BAtbol-Zapato-f%C3%BAtbol-Hombre/dp/B09KMRG5T4,0,0,0.00,1,308000,"[100,82,100,100,82,82,67,67,54,67,82,44]",2025-09-03,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Image pack
tenis joma futbol sala,8,8,320,22,0.05,https://www.amazon.com.mx/JOMA-Parte-Superior-F%C3%BAtbol-Hombre/dp/B09CTZTVYD,0,0,0.00,1,308000,"[100,82,100,100,82,82,67,67,54,67,82,44]",2025-09-03,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Image pack
dusman zapatos,6,6,90,37,0.00,https://www.amazon.com.mx/Ropa-para-Correr-Espec%C3%ADfica-Deportiva/s?rh=n%3A9790490011%2Cp_6%3AA2CW5WM1GSRQSC,0,0,0.00,0,35,"[100,0,0,0,71,0,0,57,0,0,0,29]",2025-09-09,"Image pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
tenis gary payton 2000,10,10,170,31,0.00,https://www.amazon.com.mx/Nike-Zapatillas-deporte-granate-carmes%C3%AD/dp/B07X5WYBM9,0,0,0.00,0.05,34,"[81,54,54,65,54,54,100,65,65,81,81,54]",2025-08-24,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos cuadra hombre precio,10,10,110,20,0.03,https://www.amazon.com.mx/zapatos-franco-cuadra-hombre/s?k=zapatos+franco+cuadra+hombre,0,0,0.00,0.51,75,"[50,50,100,79,100,100,100,64,50,100,100,64]",2025-08-30,"Image pack, Sitelinks, Video, Image, Related searches",transactional,Organic
tenis casual,39,39,1000,28,0.09,https://www.amazon.com.mx/b?ie=UTF8&node=9790740011,0,0,0.00,1,62600000,"[81,62,81,81,100,62,55,62,55,62,62,62]",2025-10-02,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis de 3000 pesos,29,29,110,30,0.03,https://www.amazon.com.mx/b?ie=UTF8&node=21411155011,0,0,0.00,0.23,73,"[43,43,52,67,67,67,52,43,52,100,67,52]",2025-08-29,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos liz minelli,49,49,140,12,0.05,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios-MARTINELLI/s?rh=n%3A13848838011%2Cp_4%3AMARTINELLI,0,0,0.00,0.81,62,"[43,52,52,67,81,52,43,67,100,67,52,43]",2025-08-29,"Image pack, Sitelinks, Video, Image","informational, transactional",Organic
zapatos para montaña mujer,15,15,140,13,0.06,https://www.amazon.com.mx/b?ie=UTF8&node=14094377011,0,0,0.00,1,12200000,"[43,81,67,81,67,67,52,67,67,52,100,67]",2025-09-06,"Image pack, Video, Image, Related searches",informational,Organic
tenis adidas dorados mujer,11,11,140,29,0.08,https://www.amazon.com.mx/Adidas-Originals-Superstar-Fashion-Metallic/dp/B01M1GAX02,0,0,0.00,1,668000,"[67,67,43,43,67,43,67,67,100,100,67,67]",2025-09-07,"Image pack, Video, Image, Related searches","informational, transactional",Organic
zapatos de duende maldito,12,12,110,31,0.00,https://www.amazon.com.mx/Navide%C3%B1o-Zapatilla-Divertida-Novedoso-Accesorios/dp/B0B2VWRVPJ,0,0,0.00,0,40,"[43,43,52,52,43,52,67,100,81,81,33,43]",2025-09-06,"Image pack, Video, Image, People also ask",informational,Organic
imagenes de zapatos puma de mujer,7,7,90,31,0.00,https://www.amazon.com.mx/Sneakers-para-Mujer-PUMA/s?rh=n%3A21420675011%2Cp_89%3APUMA,0,0,0.00,0,7230000,"[25,25,100,0,25,50,25,25,50,25,25,50]",2025-09-05,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis gucci rojos,32,32,140,31,0.00,https://www.amazon.com.mx/tenis-gucci/s?k=tenis+gucci,0,0,0.00,0.55,67,"[100,53,82,82,82,65,100,65,82,82,100,41]",2025-08-27,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
zapatos de futbol para niños adidas,8,8,110,26,0.24,https://www.amazon.com.mx/Calzado-de-Futbol-para-Ni%C3%B1o-Adidas/s?keywords=Calzado+de+Futbol+para+Ni%C3%B1o&rh=n%3A14094020011%2Cp_89%3AAdidas&c=ts&ts_id=14094020011,0,0,0.00,0.95,8700000,"[50,50,79,64,100,64,100,50,79,64,64,79]",2025-09-01,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
zapatos de futbol para niños adidas,14,14,110,26,0.24,https://www.amazon.com.mx/Adidas-Unisex-Child-Speedportal-3-f%C3%BAtbol-Cordones/dp/B09Q56RFJV,0,0,0.00,0.95,8700000,"[50,50,79,64,100,64,100,50,79,64,64,79]",2025-09-01,"Image pack, Video, Image, Related searches","navigational, transactional",Image pack
ofertas de tenis en amazon,6,6,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=23520623011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,7,7,90,31,0.00,https://www.amazon.com.mx/tenis-hombre/s?k=tenis+hombre,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,9,9,90,31,0.00,https://www.amazon.com.mx/Tenis-para-Correr-Hombre/s?rh=n%3A9790584011%2Cp_36%3A9841541011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,10,10,90,31,0.00,https://www.amazon.com.mx/Sneakers-para-Mujer-Todos-los-descuentos/s?rh=n%3A21420675011%2Cp_n_deal_type%3A23565478011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,11,11,90,31,0.00,https://www.amazon.com.mx/Tenis-en-descuento-Ofertas-del-D%C3%ADa/s?rh=n%3A103883132011%2Cp_n_deal_type%3A23565477011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,12,12,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=21420675011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,13,13,90,31,0.00,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios/b?ie=UTF8&node=119646096011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,14,14,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=9790585011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,15,15,90,31,0.00,https://www.amazon.com.mx/Sneakers-para-Mujer-750-a-1500/s?rh=n%3A21420675011%2Cp_36%3A9841542011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,16,16,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-PUMA/s?rh=n%3A14093598011%2Cp_89%3APUMA,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,17,17,90,31,0.00,https://www.amazon.com.mx/gp/bestsellers/shoes/14093799011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,21,21,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=9790583011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,23,23,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=9790584011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,26,26,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-25/s?rh=n%3A14093799011%2Cp_n_size_browse-vebin%3A14145166011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,31,31,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=14093923011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,35,35,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Negro/s?rh=n%3A14093598011%2Cp_n_size_six_browse-vebin%3A14145068011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,49,49,90,31,0.00,https://www.amazon.com.mx/gp/bestsellers/sports/9790584011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,53,53,90,31,0.00,https://www.amazon.com.mx/gp/bestsellers/sports/9790740011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,55,55,90,31,0.00,https://www.amazon.com.mx/Tenis-m%C3%A1s-vendidos-para-mujer-Sneakers/s?rh=n%3A21439508011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,57,57,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=122477342011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,58,58,90,31,0.00,https://www.amazon.com.mx/Tenis-de-Hasta-350-Equipo/s?rh=n%3A9790740011%2Cp_36%3A9841539011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,60,60,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Nike/s?rh=n%3A14093598011%2Cp_89%3ANike,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,61,61,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Adidas/s?rh=n%3A14093598011%2Cp_89%3AAdidas,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,62,62,90,31,0.00,https://www.amazon.com.mx/Ofertas-en-Zapatos-Todos-los-descuentos/s?rh=n%3A24018208011%2Cp_n_deal_type%3A23565478011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,63,63,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Deportivo/s?rh=n%3A14093598011%2Cp_36%3A9841542011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,65,65,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Ni%C3%B1o-Deportivo/s?rh=n%3A14094035011%2Cp_n_deal_type%3A23565478011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,66,66,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Deportivo/s?rh=n%3A14093598011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,67,67,90,31,0.00,https://www.amazon.com.mx/Tenis-m%C3%A1s-vendidos-para-hombre-Sneakers/s?rh=n%3A21439509011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,68,68,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=17923694011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,69,69,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Hombres/s?rh=n%3A14093598011%2Cp_n_feature_twenty-nine_browse-bin%3A121476086011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,70,70,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Deportivo/s?rh=n%3A14093598011%2Cp_89%3ANew%2BBalance,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,71,71,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Panam/s?rh=n%3A14093598011%2Cp_89%3APanam,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,72,72,90,31,0.00,https://www.amazon.com.mx/Tenis-en-descuento-Amazon-Estados-Unidos/s?rh=n%3A103883132011%2Cp_6%3AA1G99GVHAT2WD8,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,73,73,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=14093243011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,74,74,90,31,0.00,https://www.amazon.com.mx/gp/bestsellers/sports/9790583011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,75,75,90,31,0.00,https://www.amazon.com.mx/Tenis-de-Todos-los-descuentos-Equipo/s?rh=n%3A9790740011%2Cp_n_deal_type%3A23565478011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,76,76,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Deportivo/s?srs=19938084011&rh=n%3A14093598011%2Cp_n_deal_type%3A23565477011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,77,77,90,31,0.00,https://www.amazon.com.mx/gp/bestsellers/shoes/14094035011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,78,78,90,31,0.00,https://www.amazon.com.mx/Tenis-de-Amazon-Prime-Equipo/s?rh=n%3A9790740011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,79,79,90,31,0.00,https://www.amazon.com.mx/Tenis-para-Correr-Amazon-Prime-Equipo/s?rh=n%3A9790583011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,80,80,90,31,0.00,https://www.amazon.com.mx/Tenis-para-Correr-Mujer/s?rh=n%3A9790585011%2Cp_36%3A9841541011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,81,81,90,31,0.00,https://www.amazon.com.mx/Tenis-Hombre-BD-Amazon-Prime/s?rh=n%3A73786196011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,82,82,90,31,0.00,https://www.amazon.com.mx/Tenis-para-toda-ocasi%C3%B3n-Amazon-Prime/s?rh=n%3A21612220011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,83,83,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Gris/s?rh=n%3A14093598011%2Cp_n_size_six_browse-vebin%3A14145063011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,84,84,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-Adidas/s?rh=n%3A14093799011%2Cp_89%3AAdidas,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,85,85,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Blanco/s?rh=n%3A14093598011%2Cp_n_size_six_browse-vebin%3A14145060011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,86,86,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Cuero/s?rh=n%3A14093598011%2Cp_n_feature_seventeen_browse-bin%3A30298695011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,87,87,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Hombre-Deportivo/s?rh=n%3A14093598011%2Cp_36%3A9841539011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,88,88,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-24/s?rh=n%3A14093799011%2Cp_n_size_browse-vebin%3A14145164011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,89,89,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-Panam/s?rh=n%3A14093799011%2Cp_89%3APanam,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,90,90,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-Rojo/s?rh=n%3A14093799011%2Cp_n_size_six_browse-vebin%3A14145070011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,91,91,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-Flexi/s?rh=n%3A14093799011%2Cp_89%3AFlexi,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,92,92,90,31,0.00,https://www.amazon.com.mx/gp/bestsellers/sports/9790585011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,93,93,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=9790587011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,94,94,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Ni%C3%B1o-Deportivo/s?rh=n%3A14094035011%2Cp_36%3A9841541011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,95,95,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=13848838011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,96,96,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=9790678011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,97,97,90,31,0.00,https://www.amazon.com.mx/Calzado-de-Tenis-para-Mujer-Deportivo/s?rh=n%3A14093799011%2Cp_85%3A9841545011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,97,97,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=21411155011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Image pack
ofertas de tenis en amazon,97,97,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=21420675011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Image pack
ofertas de tenis en amazon,97,97,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=21420675011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Image pack
ofertas de tenis en amazon,98,98,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=9784381011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
ofertas de tenis en amazon,99,99,90,31,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=20800273011,0,0,0.00,0.96,16600000,"[33,43,52,100,67,33,33,43,67,33,33,14]",2025-08-25,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tenis halo,12,12,170,23,1.33,https://www.amazon.com.mx/adidas-Zero-Halo-Tenis-Mujer/dp/B0D537LGCB,0,0,0.00,0.51,54,"[67,52,67,100,81,81,67,81,100,100,100,81]",2025-08-31,"Image pack, Video, Image, People also ask",informational,Organic
zapatos de obra para mujer,5,5,90,21,0.11,https://www.amazon.com.mx/SEGURITO-Seguridad-Industrial-Antipinchazos-Transpirables/dp/B0D7M69TZJ,0,0,0.00,0.92,11400000,"[29,14,14,14,71,100,43,71,29,0,0,100]",2025-09-08,"Image pack, Video, Image, Related searches","commercial, informational",Image pack
